CPP,Indicator,Type,Year,value,FG,LineType,Improvement_Rate,High is Positive?
Scottish Borders,Well-being,Imputed,2009/10,25,2,Scottish Borders Imputed,0,Yes
Shetland Islands,Well-being,Imputed,2009/10,26.61909900668351,1,Shetland Islands Imputed,-8.266776777808838,Yes
South Ayrshire,Well-being,Imputed,2009/10,24,3,South Ayrshire Imputed,0,Yes
South Lanarkshire,Well-being,Imputed,2009/10,25,3,South Lanarkshire Imputed,0,Yes
Stirling,Well-being,Imputed,2009/10,25.619890477597533,2,Stirling Imputed,-8.589367771718681,Yes
West Dunbartonshire,Well-being,Imputed,2009/10,23.419303861765147,4,West Dunbartonshire Imputed,9.396464680682115,Yes
West Lothian,Well-being,Imputed,2009/10,23.419303861765147,3,West Lothian Imputed,9.396464680682115,Yes
Aberdeen City,Well-being,Imputed,2010/11,25,1,Aberdeen City Imputed,0,Yes
Aberdeenshire,Well-being,Imputed,2010/11,27.844105226917158,1,Aberdeenshire Imputed,-15.575647603372877,Yes
Angus,Well-being,Imputed,2010/11,24,2,Angus Imputed,0,Yes
Argyll and Bute,Well-being,Imputed,2010/11,25,2,Argyll and Bute Imputed,0,Yes
Clackmannanshire,Well-being,Imputed,2010/11,24,3,Clackmannanshire Imputed,0,Yes
Dumfries and Galloway,Well-being,Imputed,2010/11,24,3,Dumfries and Galloway Imputed,0,Yes
Dundee City,Well-being,Imputed,2010/11,24,4,Dundee City Imputed,0,Yes
East Ayrshire,Well-being,Imputed,2010/11,23.61129106415389,4,East Ayrshire Imputed,9.396464680682115,Yes
East Dunbartonshire,Well-being,Imputed,2010/11,26.411111804478473,1,East Dunbartonshire Imputed,-8.266776777808838,Yes
East Lothian,Well-being,Imputed,2010/11,24,2,East Lothian Imputed,0,Yes
East Renfrewshire,Well-being,Imputed,2010/11,23.61129106415389,1,East Renfrewshire Imputed,9.396464680682115,Yes
"Edinburgh, City of",Well-being,Imputed,2010/11,25.411571030561138,1,"Edinburgh, City of Imputed",-8.589367771718681,Yes
Eilean Siar,Well-being,Imputed,2010/11,25,4,Eilean Siar Imputed,0,Yes
Falkirk,Well-being,Imputed,2010/11,22.61176554526974,3,Falkirk Imputed,9.815461876571852,Yes
Fife,Well-being,Imputed,2010/11,25,3,Fife Imputed,0,Yes
Glasgow City,Well-being,Imputed,2010/11,24,4,Glasgow City Imputed,0,Yes
Highland,Well-being,Imputed,2010/11,25,2,Highland Imputed,0,Yes
Inverclyde,Well-being,Imputed,2010/11,26.84591374462386,4,Inverclyde Imputed,-16.146080689214504,Yes
Midlothian,Well-being,Imputed,2010/11,25,2,Midlothian Imputed,0,Yes
Moray,Well-being,Imputed,2010/11,26.84591374462386,2,Moray Imputed,-16.146080689214504,Yes
North Ayrshire,Well-being,Imputed,2010/11,27.844105226917158,4,North Ayrshire Imputed,-15.575647603372877,Yes
North Lanarkshire,Well-being,Imputed,2010/11,23.61129106415389,4,North Lanarkshire Imputed,9.396464680682115,Yes
Orkney Islands,Well-being,Imputed,2010/11,26.411111804478473,1,Orkney Islands Imputed,-8.266776777808838,Yes
Perth and Kinross,Well-being,Imputed,2010/11,25.411571030561138,1,Perth and Kinross Imputed,-8.589367771718681,Yes
Renfrewshire,Well-being,Imputed,2010/11,25.411571030561138,3,Renfrewshire Imputed,-8.589367771718681,Yes
Scotland,Well-being,Imputed,2010/11,25,NA,Scotland Imputed,0,Yes
Scottish Borders,Well-being,Imputed,2010/11,25,2,Scottish Borders Imputed,0,Yes
Shetland Islands,Well-being,Imputed,2010/11,26.411111804478473,1,Shetland Islands Imputed,-8.266776777808838,Yes
South Ayrshire,Well-being,Imputed,2010/11,24,3,South Ayrshire Imputed,0,Yes
South Lanarkshire,Well-being,Imputed,2010/11,25,3,South Lanarkshire Imputed,0,Yes
Stirling,Well-being,Imputed,2010/11,25.411571030561138,2,Stirling Imputed,-8.589367771718681,Yes
West Dunbartonshire,Well-being,Imputed,2010/11,23.61129106415389,4,West Dunbartonshire Imputed,9.396464680682115,Yes
West Lothian,Well-being,Imputed,2010/11,23.61129106415389,3,West Lothian Imputed,9.396464680682115,Yes
Aberdeen City,Well-being,Imputed,2011/12,25,1,Aberdeen City Imputed,0,Yes
Aberdeenshire,Well-being,Imputed,2011/12,27.418804516732003,1,Aberdeenshire Imputed,-15.575647603372877,Yes
Angus,Well-being,Imputed,2011/12,24,2,Angus Imputed,0,Yes
Argyll and Bute,Well-being,Imputed,2011/12,25,2,Argyll and Bute Imputed,0,Yes
Clackmannanshire,Well-being,Imputed,2011/12,24,3,Clackmannanshire Imputed,0,Yes
Dumfries and Galloway,Well-being,Imputed,2011/12,24,3,Dumfries and Galloway Imputed,0,Yes
Dundee City,Well-being,Imputed,2011/12,24,4,Dundee City Imputed,0,Yes
East Ayrshire,Well-being,Imputed,2011/12,23.80485214278159,4,East Ayrshire Imputed,9.396464680682115,Yes
East Dunbartonshire,Well-being,Imputed,2011/12,26.204749701465197,1,East Dunbartonshire Imputed,-8.266776777808838,Yes
East Lothian,Well-being,Imputed,2011/12,24,2,East Lothian Imputed,0,Yes
East Renfrewshire,Well-being,Imputed,2011/12,23.80485214278159,1,East Renfrewshire Imputed,9.396464680682115,Yes
"Edinburgh, City of",Well-being,Imputed,2011/12,25.204945462429162,1,"Edinburgh, City of Imputed",-8.589367771718681,Yes
Eilean Siar,Well-being,Imputed,2011/12,25,4,Eilean Siar Imputed,0,Yes
Falkirk,Well-being,Imputed,2011/12,22.805056622188072,3,Falkirk Imputed,9.815461876571852,Yes
Fife,Well-being,Imputed,2011/12,25,3,Fife Imputed,0,Yes
Glasgow City,Well-being,Imputed,2011/12,24,4,Glasgow City Imputed,0,Yes
Highland,Well-being,Imputed,2011/12,25,2,Highland Imputed,0,Yes
Inverclyde,Well-being,Imputed,2011/12,26.419571483281487,4,Inverclyde Imputed,-16.146080689214504,Yes
Midlothian,Well-being,Imputed,2011/12,25,2,Midlothian Imputed,0,Yes
Moray,Well-being,Imputed,2011/12,26.419571483281487,2,Moray Imputed,-16.146080689214504,Yes
North Ayrshire,Well-being,Imputed,2011/12,27.418804516732003,4,North Ayrshire Imputed,-15.575647603372877,Yes
North Lanarkshire,Well-being,Imputed,2011/12,23.80485214278159,4,North Lanarkshire Imputed,9.396464680682115,Yes
Orkney Islands,Well-being,Imputed,2011/12,26.204749701465197,1,Orkney Islands Imputed,-8.266776777808838,Yes
Perth and Kinross,Well-being,Imputed,2011/12,25.204945462429162,1,Perth and Kinross Imputed,-8.589367771718681,Yes
Renfrewshire,Well-being,Imputed,2011/12,25.204945462429162,3,Renfrewshire Imputed,-8.589367771718681,Yes
Scotland,Well-being,Imputed,2011/12,25,NA,Scotland Imputed,0,Yes
Scottish Borders,Well-being,Imputed,2011/12,25,2,Scottish Borders Imputed,0,Yes
Shetland Islands,Well-being,Imputed,2011/12,26.204749701465197,1,Shetland Islands Imputed,-8.266776777808838,Yes
South Ayrshire,Well-being,Imputed,2011/12,24,3,South Ayrshire Imputed,0,Yes
South Lanarkshire,Well-being,Imputed,2011/12,25,3,South Lanarkshire Imputed,0,Yes
Stirling,Well-being,Imputed,2011/12,25.204945462429162,2,Stirling Imputed,-8.589367771718681,Yes
West Dunbartonshire,Well-being,Imputed,2011/12,23.80485214278159,4,West Dunbartonshire Imputed,9.396464680682115,Yes
West Lothian,Well-being,Imputed,2011/12,23.80485214278159,3,West Lothian Imputed,9.396464680682115,Yes
Aberdeen City,Well-being,Raw data,2012/13,25,1,Aberdeen City Raw data,0,Yes
Aberdeenshire,Well-being,Raw data,2012/13,27,1,Aberdeenshire Raw data,-15.575647603372877,Yes
Angus,Well-being,Raw data,2012/13,24,2,Angus Raw data,0,Yes
Argyll and Bute,Well-being,Raw data,2012/13,25,2,Argyll and Bute Raw data,0,Yes
Clackmannanshire,Well-being,Raw data,2012/13,24,3,Clackmannanshire Raw data,0,Yes
Dumfries and Galloway,Well-being,Raw data,2012/13,24,3,Dumfries and Galloway Raw data,0,Yes
Dundee City,Well-being,Raw data,2012/13,24,4,Dundee City Raw data,0,Yes
East Ayrshire,Well-being,Raw data,2012/13,24,4,East Ayrshire Raw data,9.396464680682115,Yes
East Dunbartonshire,Well-being,Raw data,2012/13,26,1,East Dunbartonshire Raw data,-8.266776777808838,Yes
East Lothian,Well-being,Raw data,2012/13,24,2,East Lothian Raw data,0,Yes
East Renfrewshire,Well-being,Raw data,2012/13,24,1,East Renfrewshire Raw data,9.396464680682115,Yes
"Edinburgh, City of",Well-being,Raw data,2012/13,25,1,"Edinburgh, City of Raw data",-8.589367771718681,Yes
Eilean Siar,Well-being,Raw data,2012/13,25,4,Eilean Siar Raw data,0,Yes
Falkirk,Well-being,Raw data,2012/13,23,3,Falkirk Raw data,9.815461876571852,Yes
Fife,Well-being,Raw data,2012/13,25,3,Fife Raw data,0,Yes
Glasgow City,Well-being,Raw data,2012/13,24,4,Glasgow City Raw data,0,Yes
Highland,Well-being,Raw data,2012/13,25,2,Highland Raw data,0,Yes
Inverclyde,Well-being,Raw data,2012/13,26,4,Inverclyde Raw data,-16.146080689214504,Yes
Midlothian,Well-being,Raw data,2012/13,25,2,Midlothian Raw data,0,Yes
Moray,Well-being,Raw data,2012/13,26,2,Moray Raw data,-16.146080689214504,Yes
North Ayrshire,Well-being,Raw data,2012/13,27,4,North Ayrshire Raw data,-15.575647603372877,Yes
North Lanarkshire,Well-being,Raw data,2012/13,24,4,North Lanarkshire Raw data,9.396464680682115,Yes
Orkney Islands,Well-being,Raw data,2012/13,26,1,Orkney Islands Raw data,-8.266776777808838,Yes
Perth and Kinross,Well-being,Raw data,2012/13,25,1,Perth and Kinross Raw data,-8.589367771718681,Yes
Renfrewshire,Well-being,Raw data,2012/13,25,3,Renfrewshire Raw data,-8.589367771718681,Yes
Scotland,Well-being,Raw data,2012/13,25,NA,Scotland Raw data,0,Yes
Scottish Borders,Well-being,Raw data,2012/13,25,2,Scottish Borders Raw data,0,Yes
Shetland Islands,Well-being,Raw data,2012/13,26,1,Shetland Islands Raw data,-8.266776777808838,Yes
South Ayrshire,Well-being,Raw data,2012/13,24,3,South Ayrshire Raw data,0,Yes
South Lanarkshire,Well-being,Raw data,2012/13,25,3,South Lanarkshire Raw data,0,Yes
Stirling,Well-being,Raw data,2012/13,25,2,Stirling Raw data,-8.589367771718681,Yes
West Dunbartonshire,Well-being,Raw data,2012/13,24,4,West Dunbartonshire Raw data,9.396464680682115,Yes
West Lothian,Well-being,Raw data,2012/13,24,3,West Lothian Raw data,9.396464680682115,Yes
Aberdeen City,Well-being,Raw data,2013/14,25,1,Aberdeen City Raw data,0,Yes
Aberdeenshire,Well-being,Raw data,2013/14,26,1,Aberdeenshire Raw data,-15.575647603372877,Yes
Angus,Well-being,Raw data,2013/14,24,2,Angus Raw data,0,Yes
Argyll and Bute,Well-being,Raw data,2013/14,25,2,Argyll and Bute Raw data,0,Yes
Clackmannanshire,Well-being,Raw data,2013/14,24,3,Clackmannanshire Raw data,0,Yes
Dumfries and Galloway,Well-being,Raw data,2013/14,25,3,Dumfries and Galloway Raw data,0,Yes
Dundee City,Well-being,Raw data,2013/14,24,4,Dundee City Raw data,0,Yes
East Ayrshire,Well-being,Raw data,2013/14,23,4,East Ayrshire Raw data,9.396464680682115,Yes
East Dunbartonshire,Well-being,Raw data,2013/14,24,1,East Dunbartonshire Raw data,-8.266776777808838,Yes
East Lothian,Well-being,Raw data,2013/14,24,2,East Lothian Raw data,0,Yes
East Renfrewshire,Well-being,Raw data,2013/14,25,1,East Renfrewshire Raw data,9.396464680682115,Yes
"Edinburgh, City of",Well-being,Raw data,2013/14,24,1,"Edinburgh, City of Raw data",-8.589367771718681,Yes
Eilean Siar,Well-being,Raw data,2013/14,24,4,Eilean Siar Raw data,0,Yes
Falkirk,Well-being,Raw data,2013/14,24,3,Falkirk Raw data,9.815461876571852,Yes
Fife,Well-being,Raw data,2013/14,24,3,Fife Raw data,0,Yes
Glasgow City,Well-being,Raw data,2013/14,23,4,Glasgow City Raw data,0,Yes
Highland,Well-being,Raw data,2013/14,25,2,Highland Raw data,0,Yes
Inverclyde,Well-being,Raw data,2013/14,24,4,Inverclyde Raw data,-16.146080689214504,Yes
Midlothian,Well-being,Raw data,2013/14,24,2,Midlothian Raw data,0,Yes
Moray,Well-being,Raw data,2013/14,25,2,Moray Raw data,-16.146080689214504,Yes
North Ayrshire,Well-being,Raw data,2013/14,25,4,North Ayrshire Raw data,-15.575647603372877,Yes
North Lanarkshire,Well-being,Raw data,2013/14,24,4,North Lanarkshire Raw data,9.396464680682115,Yes
Orkney Islands,Well-being,Raw data,2013/14,27,1,Orkney Islands Raw data,-8.266776777808838,Yes
Perth and Kinross,Well-being,Raw data,2013/14,24,1,Perth and Kinross Raw data,-8.589367771718681,Yes
Renfrewshire,Well-being,Raw data,2013/14,25,3,Renfrewshire Raw data,-8.589367771718681,Yes
Scotland,Well-being,Raw data,2013/14,24,NA,Scotland Raw data,0,Yes
Scottish Borders,Well-being,Raw data,2013/14,24,2,Scottish Borders Raw data,0,Yes
Shetland Islands,Well-being,Raw data,2013/14,26,1,Shetland Islands Raw data,-8.266776777808838,Yes
South Ayrshire,Well-being,Raw data,2013/14,24,3,South Ayrshire Raw data,0,Yes
South Lanarkshire,Well-being,Raw data,2013/14,24,3,South Lanarkshire Raw data,0,Yes
Stirling,Well-being,Raw data,2013/14,25,2,Stirling Raw data,-8.589367771718681,Yes
West Dunbartonshire,Well-being,Raw data,2013/14,24,4,West Dunbartonshire Raw data,9.396464680682115,Yes
West Lothian,Well-being,Raw data,2013/14,24,3,West Lothian Raw data,9.396464680682115,Yes
Aberdeen City,Well-being,Raw data,2014/15,24,1,Aberdeen City Raw data,0,Yes
Aberdeenshire,Well-being,Raw data,2014/15,25,1,Aberdeenshire Raw data,-15.575647603372877,Yes
Angus,Well-being,Raw data,2014/15,25,2,Angus Raw data,0,Yes
Argyll and Bute,Well-being,Raw data,2014/15,25,2,Argyll and Bute Raw data,0,Yes
Clackmannanshire,Well-being,Raw data,2014/15,24,3,Clackmannanshire Raw data,0,Yes
Dumfries and Galloway,Well-being,Raw data,2014/15,25,3,Dumfries and Galloway Raw data,0,Yes
Dundee City,Well-being,Raw data,2014/15,23,4,Dundee City Raw data,0,Yes
East Ayrshire,Well-being,Raw data,2014/15,24,4,East Ayrshire Raw data,9.396464680682115,Yes
East Dunbartonshire,Well-being,Raw data,2014/15,25,1,East Dunbartonshire Raw data,-8.266776777808838,Yes
East Lothian,Well-being,Raw data,2014/15,25,2,East Lothian Raw data,0,Yes
East Renfrewshire,Well-being,Raw data,2014/15,25,1,East Renfrewshire Raw data,9.396464680682115,Yes
"Edinburgh, City of",Well-being,Raw data,2014/15,25,1,"Edinburgh, City of Raw data",-8.589367771718681,Yes
Eilean Siar,Well-being,Raw data,2014/15,24,4,Eilean Siar Raw data,0,Yes
Falkirk,Well-being,Raw data,2014/15,25,3,Falkirk Raw data,9.815461876571852,Yes
Fife,Well-being,Raw data,2014/15,25,3,Fife Raw data,0,Yes
Glasgow City,Well-being,Raw data,2014/15,24,4,Glasgow City Raw data,0,Yes
Highland,Well-being,Raw data,2014/15,25,2,Highland Raw data,0,Yes
Inverclyde,Well-being,Raw data,2014/15,24,4,Inverclyde Raw data,-16.146080689214504,Yes
Midlothian,Well-being,Raw data,2014/15,24,2,Midlothian Raw data,0,Yes
Moray,Well-being,Raw data,2014/15,25,2,Moray Raw data,-16.146080689214504,Yes
North Ayrshire,Well-being,Raw data,2014/15,25,4,North Ayrshire Raw data,-15.575647603372877,Yes
North Lanarkshire,Well-being,Raw data,2014/15,25,4,North Lanarkshire Raw data,9.396464680682115,Yes
Orkney Islands,Well-being,Raw data,2014/15,27,1,Orkney Islands Raw data,-8.266776777808838,Yes
Perth and Kinross,Well-being,Raw data,2014/15,25,1,Perth and Kinross Raw data,-8.589367771718681,Yes
Renfrewshire,Well-being,Raw data,2014/15,25,3,Renfrewshire Raw data,-8.589367771718681,Yes
Scotland,Well-being,Raw data,2014/15,25,NA,Scotland Raw data,0,Yes
Scottish Borders,Well-being,Raw data,2014/15,24,2,Scottish Borders Raw data,0,Yes
Shetland Islands,Well-being,Raw data,2014/15,26,1,Shetland Islands Raw data,-8.266776777808838,Yes
South Ayrshire,Well-being,Raw data,2014/15,24,3,South Ayrshire Raw data,0,Yes
South Lanarkshire,Well-being,Raw data,2014/15,25,3,South Lanarkshire Raw data,0,Yes
Stirling,Well-being,Raw data,2014/15,25,2,Stirling Raw data,-8.589367771718681,Yes
West Dunbartonshire,Well-being,Raw data,2014/15,24,4,West Dunbartonshire Raw data,9.396464680682115,Yes
West Lothian,Well-being,Raw data,2014/15,24,3,West Lothian Raw data,9.396464680682115,Yes
Aberdeen City,Well-being,Raw data,2015/16,24,1,Aberdeen City Raw data,0,Yes
Aberdeenshire,Well-being,Raw data,2015/16,25,1,Aberdeenshire Raw data,-15.575647603372877,Yes
Angus,Well-being,Raw data,2015/16,24,2,Angus Raw data,0,Yes
Argyll and Bute,Well-being,Raw data,2015/16,25,2,Argyll and Bute Raw data,0,Yes
Clackmannanshire,Well-being,Raw data,2015/16,24,3,Clackmannanshire Raw data,0,Yes
Dumfries and Galloway,Well-being,Raw data,2015/16,24,3,Dumfries and Galloway Raw data,0,Yes
Dundee City,Well-being,Raw data,2015/16,24,4,Dundee City Raw data,0,Yes
East Ayrshire,Well-being,Raw data,2015/16,23,4,East Ayrshire Raw data,9.396464680682115,Yes
East Dunbartonshire,Well-being,Raw data,2015/16,25,1,East Dunbartonshire Raw data,-8.266776777808838,Yes
East Lothian,Well-being,Raw data,2015/16,25,2,East Lothian Raw data,0,Yes
East Renfrewshire,Well-being,Raw data,2015/16,25,1,East Renfrewshire Raw data,9.396464680682115,Yes
"Edinburgh, City of",Well-being,Raw data,2015/16,25,1,"Edinburgh, City of Raw data",-8.589367771718681,Yes
Eilean Siar,Well-being,Raw data,2015/16,25,4,Eilean Siar Raw data,0,Yes
Falkirk,Well-being,Raw data,2015/16,25,3,Falkirk Raw data,9.815461876571852,Yes
Fife,Well-being,Raw data,2015/16,25,3,Fife Raw data,0,Yes
Glasgow City,Well-being,Raw data,2015/16,24,4,Glasgow City Raw data,0,Yes
Highland,Well-being,Raw data,2015/16,24,2,Highland Raw data,0,Yes
Inverclyde,Well-being,Raw data,2015/16,25,4,Inverclyde Raw data,-16.146080689214504,Yes
Midlothian,Well-being,Raw data,2015/16,26,2,Midlothian Raw data,0,Yes
Moray,Well-being,Raw data,2015/16,24,2,Moray Raw data,-16.146080689214504,Yes
North Ayrshire,Well-being,Raw data,2015/16,26,4,North Ayrshire Raw data,-15.575647603372877,Yes
North Lanarkshire,Well-being,Raw data,2015/16,25,4,North Lanarkshire Raw data,9.396464680682115,Yes
Orkney Islands,Well-being,Raw data,2015/16,28,1,Orkney Islands Raw data,-8.266776777808838,Yes
Perth and Kinross,Well-being,Raw data,2015/16,24,1,Perth and Kinross Raw data,-8.589367771718681,Yes
Renfrewshire,Well-being,Raw data,2015/16,24,3,Renfrewshire Raw data,-8.589367771718681,Yes
Scotland,Well-being,Raw data,2015/16,24,NA,Scotland Raw data,0,Yes
Scottish Borders,Well-being,Raw data,2015/16,24,2,Scottish Borders Raw data,0,Yes
Shetland Islands,Well-being,Raw data,2015/16,25,1,Shetland Islands Raw data,-8.266776777808838,Yes
South Ayrshire,Well-being,Raw data,2015/16,24,3,South Ayrshire Raw data,0,Yes
South Lanarkshire,Well-being,Raw data,2015/16,24,3,South Lanarkshire Raw data,0,Yes
Stirling,Well-being,Raw data,2015/16,24,2,Stirling Raw data,-8.589367771718681,Yes
West Dunbartonshire,Well-being,Raw data,2015/16,24,4,West Dunbartonshire Raw data,9.396464680682115,Yes
West Lothian,Well-being,Raw data,2015/16,24,3,West Lothian Raw data,9.396464680682115,Yes
Aberdeen City,Well-being,Raw data,2016/17,25,1,Aberdeen City Raw data,0,Yes
Aberdeenshire,Well-being,Raw data,2016/17,25,1,Aberdeenshire Raw data,-15.575647603372877,Yes
Angus,Well-being,Raw data,2016/17,24,2,Angus Raw data,0,Yes
Argyll and Bute,Well-being,Raw data,2016/17,25,2,Argyll and Bute Raw data,0,Yes
Clackmannanshire,Well-being,Raw data,2016/17,24,3,Clackmannanshire Raw data,0,Yes
Dumfries and Galloway,Well-being,Raw data,2016/17,24,3,Dumfries and Galloway Raw data,0,Yes
Dundee City,Well-being,Raw data,2016/17,24,4,Dundee City Raw data,0,Yes
East Ayrshire,Well-being,Raw data,2016/17,25,4,East Ayrshire Raw data,9.396464680682115,Yes
East Dunbartonshire,Well-being,Raw data,2016/17,25,1,East Dunbartonshire Raw data,-8.266776777808838,Yes
East Lothian,Well-being,Raw data,2016/17,24,2,East Lothian Raw data,0,Yes
East Renfrewshire,Well-being,Raw data,2016/17,25,1,East Renfrewshire Raw data,9.396464680682115,Yes
"Edinburgh, City of",Well-being,Raw data,2016/17,24,1,"Edinburgh, City of Raw data",-8.589367771718681,Yes
Eilean Siar,Well-being,Raw data,2016/17,25,4,Eilean Siar Raw data,0,Yes
Falkirk,Well-being,Raw data,2016/17,24,3,Falkirk Raw data,9.815461876571852,Yes
Fife,Well-being,Raw data,2016/17,25,3,Fife Raw data,0,Yes
Glasgow City,Well-being,Raw data,2016/17,24,4,Glasgow City Raw data,0,Yes
Highland,Well-being,Raw data,2016/17,25,2,Highland Raw data,0,Yes
Inverclyde,Well-being,Raw data,2016/17,24,4,Inverclyde Raw data,-16.146080689214504,Yes
Midlothian,Well-being,Raw data,2016/17,25,2,Midlothian Raw data,0,Yes
Moray,Well-being,Raw data,2016/17,24,2,Moray Raw data,-16.146080689214504,Yes
North Ayrshire,Well-being,Raw data,2016/17,25,4,North Ayrshire Raw data,-15.575647603372877,Yes
North Lanarkshire,Well-being,Raw data,2016/17,25,4,North Lanarkshire Raw data,9.396464680682115,Yes
Orkney Islands,Well-being,Raw data,2016/17,25,1,Orkney Islands Raw data,-8.266776777808838,Yes
Perth and Kinross,Well-being,Raw data,2016/17,24,1,Perth and Kinross Raw data,-8.589367771718681,Yes
Renfrewshire,Well-being,Raw data,2016/17,24,3,Renfrewshire Raw data,-8.589367771718681,Yes
Scotland,Well-being,Raw data,2016/17,25,NA,Scotland Raw data,0,Yes
Scottish Borders,Well-being,Raw data,2016/17,25,2,Scottish Borders Raw data,0,Yes
Shetland Islands,Well-being,Raw data,2016/17,25,1,Shetland Islands Raw data,-8.266776777808838,Yes
South Ayrshire,Well-being,Raw data,2016/17,24,3,South Ayrshire Raw data,0,Yes
South Lanarkshire,Well-being,Raw data,2016/17,25,3,South Lanarkshire Raw data,0,Yes
Stirling,Well-being,Raw data,2016/17,24,2,Stirling Raw data,-8.589367771718681,Yes
West Dunbartonshire,Well-being,Raw data,2016/17,25,4,West Dunbartonshire Raw data,9.396464680682115,Yes
West Lothian,Well-being,Raw data,2016/17,25,3,West Lothian Raw data,9.396464680682115,Yes
Aberdeen City,Fuel Poverty,Raw data,2013-2015,27.68,4,Aberdeen City Raw data,-16.040462427745673,No
Aberdeenshire,Fuel Poverty,Raw data,2013-2015,38.33,1,Aberdeenshire Raw data,-7.957213670753971,No
Angus,Fuel Poverty,Raw data,2013-2015,43,3,Angus Raw data,-8.999999999999996,No
Argyll and Bute,Fuel Poverty,Raw data,2013-2015,48.12,1,Argyll and Bute Raw data,-7.00332502078137,No
Clackmannanshire,Fuel Poverty,Raw data,2013-2015,31.98,3,Clackmannanshire Raw data,-0.18761726078798668,No
Dumfries and Galloway,Fuel Poverty,Raw data,2013-2015,44.51,1,Dumfries and Galloway Raw data,-4.942709503482357,No
Dundee City,Fuel Poverty,Raw data,2013-2015,36.54,4,Dundee City Raw data,-3.1472359058565935,No
East Ayrshire,Fuel Poverty,Raw data,2013-2015,38.05,2,East Ayrshire Raw data,0.8672798948751836,No
East Dunbartonshire,Fuel Poverty,Raw data,2013-2015,26.32,4,East Dunbartonshire Raw data,-2.583586626139811,No
East Lothian,Fuel Poverty,Raw data,2013-2015,30.59,2,East Lothian Raw data,-12.422360248447205,No
East Renfrewshire,Fuel Poverty,Raw data,2013-2015,30.84,3,East Renfrewshire Raw data,-11.121919584954599,No
"Edinburgh, City of",Fuel Poverty,Raw data,2013-2015,23.99,4,"Edinburgh, City of Raw data",-16.29845769070446,No
Eilean Siar,Fuel Poverty,Raw data,2013-2015,59.07,1,Eilean Siar Raw data,-5.942102590147281,No
Falkirk,Fuel Poverty,Raw data,2013-2015,25.37,4,Falkirk Raw data,-4.532912889239271,No
Fife,Fuel Poverty,Raw data,2013-2015,40.19,2,Fife Raw data,-13.759641701915903,No
Glasgow City,Fuel Poverty,Raw data,2013-2015,29.78,4,Glasgow City Raw data,-9.267965077233043,No
Highland,Fuel Poverty,Raw data,2013-2015,56.14,1,Highland Raw data,-7.178482365514782,No
Inverclyde,Fuel Poverty,Raw data,2013-2015,40.87,3,Inverclyde Raw data,-6.655248348421827,No
Midlothian,Fuel Poverty,Raw data,2013-2015,28.65,3,Midlothian Raw data,-22.652705061082024,No
Moray,Fuel Poverty,Raw data,2013-2015,45.79,2,Moray Raw data,-0.7643590303559766,No
North Ayrshire,Fuel Poverty,Raw data,2013-2015,35.92,2,North Ayrshire Raw data,-16.70378619153675,No
North Lanarkshire,Fuel Poverty,Raw data,2013-2015,31.39,4,North Lanarkshire Raw data,-17.13921631092704,No
Orkney Islands,Fuel Poverty,Raw data,2013-2015,64.76,1,Orkney Islands Raw data,-9.403953057442871,No
Perth and Kinross,Fuel Poverty,Raw data,2013-2015,36.83,2,Perth and Kinross Raw data,-14.037469454249251,No
Renfrewshire,Fuel Poverty,Raw data,2013-2015,27.75,3,Renfrewshire Raw data,-8.360360360360364,No
Scotland,Fuel Poverty,Raw data,2013-2015,33.81,NA,Scotland Raw data,-9.228039041703639,No
Scottish Borders,Fuel Poverty,Raw data,2013-2015,37.75,1,Scottish Borders Raw data,-10.781456953642387,No
Shetland Islands,Fuel Poverty,Raw data,2013-2015,51.99,1,Shetland Islands Raw data,-4.077707251394502,No
South Ayrshire,Fuel Poverty,Raw data,2013-2015,32.34,2,South Ayrshire Raw data,-14.811379097093392,No
South Lanarkshire,Fuel Poverty,Raw data,2013-2015,25.61,3,South Lanarkshire Raw data,-2.850449043342451,No
Stirling,Fuel Poverty,Raw data,2013-2015,29.43,2,Stirling Raw data,7.9510703363914415,No
West Dunbartonshire,Fuel Poverty,Raw data,2013-2015,26.2,4,West Dunbartonshire Raw data,4.083969465648862,No
West Lothian,Fuel Poverty,Raw data,2013-2015,29.04,3,West Lothian Raw data,-2.031680440771344,No
Aberdeen City,Fuel Poverty,Raw data,2014-2016,23.24,4,Aberdeen City Raw data,-16.040462427745673,No
Aberdeenshire,Fuel Poverty,Raw data,2014-2016,35.28,1,Aberdeenshire Raw data,-7.957213670753971,No
Angus,Fuel Poverty,Raw data,2014-2016,39.13,3,Angus Raw data,-8.999999999999996,No
Argyll and Bute,Fuel Poverty,Raw data,2014-2016,44.75,1,Argyll and Bute Raw data,-7.00332502078137,No
Clackmannanshire,Fuel Poverty,Raw data,2014-2016,31.92,3,Clackmannanshire Raw data,-0.18761726078798668,No
Dumfries and Galloway,Fuel Poverty,Raw data,2014-2016,42.31,1,Dumfries and Galloway Raw data,-4.942709503482357,No
Dundee City,Fuel Poverty,Raw data,2014-2016,35.39,4,Dundee City Raw data,-3.1472359058565935,No
East Ayrshire,Fuel Poverty,Raw data,2014-2016,38.38,2,East Ayrshire Raw data,0.8672798948751836,No
East Dunbartonshire,Fuel Poverty,Raw data,2014-2016,25.64,4,East Dunbartonshire Raw data,-2.583586626139811,No
East Lothian,Fuel Poverty,Raw data,2014-2016,26.79,2,East Lothian Raw data,-12.422360248447205,No
